Gnüsserei Restaurant und Gourmetladen;47.3875388;8.5186977;Swiss
Max und Moritz;47.3875388;8.5186977;International
Au Premier;47.3765439;8.533981;Creative
Turners Of Harborne;52.4774376;-1.8636315;Extravagance
The Apollo Restaurant;-33.868929;151.2119703;Greek
Greens;37.7906314;-122.42494;Simple
